dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown potentialLost avgPotentialLost
Jun 11th 07:11:23.414 UTC 3 15 3 477 468 1248.619 2050.044 0 184.3787 11.12017 0 0 61 0 0 0 NaN
Jun 11th 07:10:24.701 UTC 2 13 34 689 686 1646.17 2930.964 0 910.7007 742.9753 0 0 51 0 0 628.6143 2.781479
Jun 11th 07:10:23.414 UTC 3 13 3 475 468 1244.614 2050.044 0 184.0019 10.95879 0 0 61 0 0 0 NaN
Jun 11th 07:09:24.692 UTC 2 15 34 688 681 1644.553 2910.324 0 910.418 742.8134 0 0 51 0 0 628.6143 2.781479
Jun 11th 07:09:23.405 UTC 3 15 3 472 463 1241.324 2029.462 0 183.7471 10.20291 0 0 61 0 0 0 NaN
Jun 11th 07:08:24.700 UTC 2 13 32 688 680 1644.553 2908.224 0 910.418 742.8522 0 0 51 0 0 628.6143 2.781479
Jun 11th 07:08:23.404 UTC 3 14 5 469 462 1237.854 2026.251 0 183.4765 9.821901 0 0 61 0 0 0 NaN
Jun 11th 07:07:23.414 UTC 3 14 3 466 461 1227.946 2018.8 0 183.4348 9.763932 0 0 61 0 0 0 NaN
Jun 11th 07:07:22.763 UTC 2 15 34 684 676 1633.464 2896.5 0 909.9044 742.8275 0 0 49 0 0 628.6143 2.781479
Jun 11th 07:06:23.415 UTC 3 14 0 464 460 1224.446 2013.946 0 183.5241 9.766883 0 0 61 0 0 0 NaN
Jun 11th 07:06:22.761 UTC 2 14 36 681 673 1620.855 2881.735 0 909.5898 742.6498 0 0 49 0 0 628.6143 2.781479
Jun 11th 07:05:22.762 UTC 2 15 38 678 670 1615.954 2867.126 0 908.8895 742.2813 0 0 49 0 0 628.6143 2.781479
Jun 11th 07:05:22.597 UTC 3 10 0 463 460 1221.994 2013.946 0 183.5269 9.833686 0 0 60 0 0 0 NaN
Jun 11th 07:04:22.606 UTC 3 9 0 463 458 1221.994 2004.813 0 183.5269 9.868117 0 0 60 0 0 0 NaN
Jun 11th 07:04:21.835 UTC 2 15 37 675 669 1609.674 2866.025 0 908.4238 742.0977 0 0 48 0 0 628.6143 2.781479
Jun 11th 07:03:22.607 UTC 3 10 1 461 455 1214.603 1999.111 0 183.3615 9.888942 0 0 60 0 0 0 NaN
Jun 11th 07:03:21.823 UTC 2 14 37 673 666 1601.61 2856.847 0 908.2894 741.3535 0 0 48 0 0 628.6143 2.781479
Jun 11th 07:02:22.608 UTC 3 11 0 458 452 1209.122 1981.859 0 183.5997 9.897093 0 0 60 0 0 0 NaN
Jun 11th 07:02:21.826 UTC 2 14 39 669 661 1591.942 2837.866 0 907.7682 740.3395 0 0 48 0 0 628.6143 2.781479
Jun 11th 07:01:22.598 UTC 3 13 1 456 449 1205.31 1974.134 0 183.7963 9.902268 0 0 60 0 0 0 NaN
Jun 11th 07:01:21.836 UTC 2 15 40 669 657 1591.942 2820.781 0 907.7682 739.684 0 0 48 0 0 621.6355 2.787603
Jun 11th 07:00:22.607 UTC 3 13 0 454 447 1201.95 1959.282 0 184.036 9.923676 0 0 60 0 0 0 NaN
